[PC Hunter Standard][DNF.exe-->Ring3 Hook]: 1051
挂钩对象		挂钩位置		钩子类型		挂钩处当前值		挂钩处原始值
[*]tcj.dll->KERNEL32.dll:OpenProcess		0x0000000077191370->0x00000000099C1370		Iat		70 13 9C 09		70 13 19 77
tcj.dll->KERNEL32.dll:GetCurrentThreadId		0x000000007718EF60->0x00000000099BEF60		Iat		60 EF 9B 09		60 EF 18 77
[*]tcj.dll->KERNEL32.dll:GetTempPathW		0x0000000077193E90->0x00000000099C3E90		Iat		90 3E 9C 09		90 3E 19 77
tcj.dll->KERNEL32.dll:GetModuleHandleExW		0x00000000771922C0->0x00000000099C22C0		Iat		C0 22 9C 09		C0 22 19 77
[*]tcj.dll->KERNEL32.dll:LoadLibraryW		0x0000000077192350->0x00000000099C2350		Iat		50 23 9C 09		50 23 19 77
tcj.dll->KERNEL32.dll:WaitForSingleObject		0x0000000077193B40->0x00000000099C3B40		Iat		40 3B 9C 09		40 3B 19 77
[*]tcj.dll->KERNEL32.dll:CreateEventW		0x00000000771939D0->0x00000000099C39D0		Iat		D0 39 9C 09		D0 39 19 77
tcj.dll->KERNEL32.dll:FreeLibrary		0x0000000077191930->0x00000000099C1930		Iat		30 19 9C 09		30 19 19 77
[*]tcj.dll->KERNEL32.dll:GetTickCount		0x0000000077192E20->0x00000000099C2E20		Iat		20 2E 9C 09		20 2E 19 77
tcj.dll->KERNEL32.dll:GetFileSize		0x0000000077193DD0->0x00000000099C3DD0		Iat		D0 3D 9C 09		D0 3D 19 77
[*]tcj.dll->KERNEL32.dll:ReadFile		0x0000000077193F30->0x00000000099C3F30		Iat		30 3F 9C 09		30 3F 19 77
tcj.dll->KERNEL32.dll:VirtualFree		0x000000007718FF30->0x00000000099BFF30		Iat		30 FF 9B 09		30 FF 18 77
[*]tcj.dll->KERNEL32.dll:VirtualAlloc		0x000000007718FF00->0x00000000099BFF00		Iat		00 FF 9B 09		00 FF 18 77
tcj.dll->KERNEL32.dll:WriteFile		0x0000000077194020->0x00000000099C4020		Iat		20 40 9C 09		20 40 19 77
[*]tcj.dll->KERNEL32.dll:GetFileAttributesW		0x0000000077193DB0->0x00000000099C3DB0		Iat		B0 3D 9C 09		B0 3D 19 77
tcj.dll->KERNEL32.dll:DeleteFileW		0x0000000077193BE0->0x00000000099C3BE0		Iat		E0 3B 9C 09		E0 3B 19 77
[*]tcj.dll->KERNEL32.dll:SetFileAttributesW		0x0000000077193FA0->0x00000000099C3FA0		Iat		A0 3F 9C 09		A0 3F 19 77
tcj.dll->KERNEL32.dll:GetNativeSystemInfo		0x0000000077192940->0x00000000099C2940		Iat		40 29 9C 09		40 29 19 77
[*]tcj.dll->KERNEL32.dll:GetWindowsDirectoryA		0x0000000077192900->0x00000000099C2900		Iat		00 29 9C 09		00 29 19 77
tcj.dll->KERNEL32.dll:GetSystemDirectoryA		0x0000000077188760->0x00000000099B8760		Iat		60 87 9B 09		60 87 18 77
[*]tcj.dll->KERNEL32.dll:GetProcessId		0x00000000771919D0->0x00000000099C19D0		Iat		D0 19 9C 09		D0 19 19 77
tcj.dll->KERNEL32.dll:WaitForSingleObjectEx		0x0000000077193B50->0x00000000099C3B50		Iat		50 3B 9C 09		50 3B 19 77
[*]tcj.dll->KERNEL32.dll:TerminateThread		0x00000000771A5E80->0x00000000099D5E80		Iat		80 5E 9D 09		80 5E 1A 77
tcj.dll->KERNEL32.dll:QueueUserAPC		0x000000007718A200->0x00000000099BA200		Iat		00 A2 9B 09		00 A2 18 77
[*]tcj.dll->KERNEL32.dll:ResumeThread		0x00000000771925D0->0x00000000099C25D0		Iat		D0 25 9C 09		D0 25 19 77
tcj.dll->KERNEL32.dll:ProcessIdToSessionId		0x0000000077191970->0x00000000099C1970		Iat		70 19 9C 09		70 19 19 77
[*]tcj.dll->KERNEL32.dll:WTSGetActiveConsoleSessionId		0x0000000077192990->0x00000000099C2990		Iat		90 29 9C 09		90 29 19 77
tcj.dll->KERNEL32.dll:Thread32First		0x00000000771CAED0->0x00000000099FAED0		Iat		D0 AE 9F 09		D0 AE 1C 77
[*]tcj.dll->KERNEL32.dll:Thread32Next		0x00000000771CAF80->0x00000000099FAF80		Iat		80 AF 9F 09		80 AF 1C 77
tcj.dll->KERNEL32.dll:CreateToolhelp32Snapshot		0x0000000077194F40->0x00000000099C4F40		Iat		40 4F 9C 09		40 4F 19 77
[*]tcj.dll->KERNEL32.dll:DuplicateHandle		0x0000000077193960->0x00000000099C3960		Iat		60 39 9C 09		60 39 19 77
tcj.dll->KERNEL32.dll:MapViewOfFile		0x00000000771915A0->0x00000000099C15A0		Iat		A0 15 9C 09		A0 15 19 77
[*]tcj.dll->KERNEL32.dll:UnmapViewOfFile		0x00000000771919F0->0x00000000099C19F0		Iat		F0 19 9C 09		F0 19 19 77
tcj.dll->KERNEL32.dll:SetFilePointerEx		0x0000000077193FD0->0x00000000099C3FD0		Iat		D0 3F 9C 09		D0 3F 19 77
[*]tcj.dll->KERNEL32.dll:GetFileSizeEx		0x0000000077193DE0->0x00000000099C3DE0		Iat		E0 3D 9C 09		E0 3D 19 77
tcj.dll->KERNEL32.dll:CreateFileMappingW		0x00000000771916F0->0x00000000099C16F0		Iat		F0 16 9C 09		F0 16 19 77
[*]tcj.dll->KERNEL32.dll:GetFileTime		0x0000000077193DF0->0x00000000099C3DF0		Iat		F0 3D 9C 09		F0 3D 19 77
tcj.dll->KERNEL32.dll:Module32FirstW		0x00000000771CAC40->0x00000000099FAC40		Iat		40 AC 9F 09		40 AC 1C 77
[*]tcj.dll->KERNEL32.dll:Module32NextW		0x00000000771CADF0->0x00000000099FADF0		Iat		F0 AD 9F 09		F0 AD 1C 77
tcj.dll->KERNEL32.dll:VirtualQueryEx		0x00000000771A6010->0x000000000F7E7511[f:\game\dnf\地下城与勇士\DNFBase.dll]		Iat		11 75 7E 0F		10 60 1A 77
[*]tcj.dll->KERNEL32.dll:CreateFileA		0x0000000077193BA0->0x00000000099C3BA0		Iat		A0 3B 9C 09		A0 3B 19 77
tcj.dll->KERNEL32.dll:SetFilePointer		0x0000000077193FC0->0x00000000099C3FC0		Iat		C0 3F 9C 09		C0 3F 19 77
[*]tcj.dll->KERNEL32.dll:FileTimeToSystemTime		0x0000000077194090->0x00000000099C4090		Iat		90 40 9C 09		90 40 19 77
tcj.dll->KERNEL32.dll:VirtualQuery		0x0000000077190640->0x000000000F7E7505[f:\game\dnf\地下城与勇士\DNFBase.dll]		Iat		05 75 7E 0F		40 06 19 77
[*]tcj.dll->KERNEL32.dll:Process32FirstW		0x0000000077192710->0x00000000099C2710		Iat		10 27 9C 09		10 27 19 77
tcj.dll->KERNEL32.dll:Process32NextW		0x00000000771912B0->0x00000000099C12B0		Iat		B0 12 9C 09		B0 12 19 77
[*]tcj.dll->KERNEL32.dll:GetProcessTimes		0x000000007718FF60->0x00000000099BFF60		Iat		60 FF 9B 09		60 FF 18 77
tcj.dll->KERNEL32.dll:FileTimeToLocalFileTime		0x0000000077193C00->0x00000000099C3C00		Iat		00 3C 9C 09		00 3C 19 77
[*]tcj.dll->KERNEL32.dll:lstrcmpA		0x00000000771905E0->0x00000000099C05E0		Iat		E0 05 9C 09		E0 05 19 77
tcj.dll->KERNEL32.dll:FindNextFileW		0x0000000077193CE0->0x00000000099C3CE0		Iat		E0 3C 9C 09		E0 3C 19 77
[*]tcj.dll->KERNEL32.dll:OpenThread		0x0000000077190B00->0x00000000099C0B00		Iat		00 0B 9C 09		00 0B 19 77
tcj.dll->KERNEL32.dll:GetThreadTimes		0x000000007718A0D0->0x00000000099BA0D0		Iat		D0 A0 9B 09		D0 A0 18 77
[*]tcj.dll->KERNEL32.dll:FindFirstFileA		0x0000000077193C50->0x00000000099C3C50		Iat		50 3C 9C 09		50 3C 19 77
tcj.dll->KERNEL32.dll:FindNextFileA		0x0000000077193CC0->0x00000000099C3CC0		Iat		C0 3C 9C 09		C0 3C 19 77
[*]tcj.dll->KERNEL32.dll:GetTempPathA		0x0000000077193E80->0x00000000099C3E80		Iat		80 3E 9C 09		80 3E 19 77
tcj.dll->KERNEL32.dll:GetSystemInfo		0x0000000077192560->0x00000000099C2560		Iat		60 25 9C 09		60 25 19 77
[*]tcj.dll->KERNEL32.dll:SearchPathW		0x0000000077189310->0x00000000099B9310		Iat		10 93 9B 09		10 93 18 77
tcj.dll->KERNEL32.dll:GetSystemDirectoryW		0x0000000077191F40->0x00000000099C1F40		Iat		40 1F 9C 09		40 1F 19 77
[*]tcj.dll->KERNEL32.dll:GetVersionExW		0x0000000077192520->0x00000000099C2520		Iat		20 25 9C 09		20 25 19 77
tcj.dll->KERNEL32.dll:IsBadReadPtr		0x0000000077181540->0x00000000099B1540		Iat		40 15 9B 09		40 15 18 77
[*]tcj.dll->KERNEL32.dll:ReadProcessMemory		0x00000000771A5440->0x00000000099D5440		Iat		40 54 9D 09		40 54 1A 77
tcj.dll->KERNEL32.dll:EnumResourceNamesW		0x0000000077194050->0x00000000099C4050		Iat		50 40 9C 09		50 40 19 77
[*]tcj.dll->KERNEL32.dll:FindResourceW		0x0000000077183CF0->0x00000000099B3CF0		Iat		F0 3C 9B 09		F0 3C 18 77
tcj.dll->KERNEL32.dll:GetConsoleMode		0x0000000077194330->0x00000000099C4330		Iat		30 43 9C 09		30 43 19 77
[*]tcj.dll->KERNEL32.dll:SizeofResource		0x0000000077190A60->0x00000000099C0A60		Iat		60 0A 9C 09		60 0A 19 77
tcj.dll->KERNEL32.dll:LockResource		0x000000007718FE80->0x00000000099BFE80		Iat		80 FE 9B 09		80 FE 18 77
[*]tcj.dll->KERNEL32.dll:GetLocalTime		0x0000000077191690->0x00000000099C1690		Iat		90 16 9C 09		90 16 19 77
tcj.dll->KERNEL32.dll:GetVersion		0x0000000077192610->0x00000000099C2610		Iat		10 26 9C 09		10 26 19 77
[*]tcj.dll->KERNEL32.dll:CreateMutexA		0x00000000771939E0->0x00000000099C39E0		Iat		E0 39 9C 09		E0 39 19 77
tcj.dll->KERNEL32.dll:SetEvent		0x0000000077193AF0->0x00000000099C3AF0		Iat		F0 3A 9C 09		F0 3A 19 77
[*]tcj.dll->KERNEL32.dll:MoveFileExW		0x000000007718A440->0x00000000099BA440		Iat		40 A4 9B 09		40 A4 18 77
tcj.dll->KERNEL32.dll:InterlockedDecrement		0x000000007718FBE0->0x00000000099BFBE0		Iat		E0 FB 9B 09		E0 FB 18 77
[*]tcj.dll->KERNEL32.dll:SetLastError		0x000000007718EFD0->0x00000000099BEFD0		Iat		D0 EF 9B 09		D0 EF 18 77
tcj.dll->KERNEL32.dll:GetFileType		0x0000000077193E00->0x00000000099C3E00		Iat		00 3E 9C 09		00 3E 19 77
[*]tcj.dll->KERNEL32.dll:GetStdHandle		0x0000000077192390->0x00000000099C2390		Iat		90 23 9C 09		90 23 19 77
tcj.dll->KERNEL32.dll:DeviceIoControl		0x000000007718FF80->0x00000000099BFF80		Iat		80 FF 9B 09		80 FF 18 77
[*]tcj.dll->KERNEL32.dll:GetDriveTypeA		0x0000000077193D60->0x00000000099C3D60		Iat		60 3D 9C 09		60 3D 19 77
tcj.dll->KERNEL32.dll:SetEndOfFile		0x0000000077193F80->0x00000000099C3F80		Iat		80 3F 9C 09		80 3F 19 77
[*]tcj.dll->KERNEL32.dll:GetPrivateProfileIntA		0x000000007718C460->0x00000000099BC460		Iat		60 C4 9B 09		60 C4 18 77
tcj.dll->KERNEL32.dll:CreateDirectoryA		0x0000000077193B70->0x00000000099C3B70		Iat		70 3B 9C 09		70 3B 19 77
[*]tcj.dll->KERNEL32.dll:GetPrivateProfileStringA		0x000000007718C4C0->0x00000000099BC4C0		Iat		C0 C4 9B 09		C0 C4 18 77
tcj.dll->KERNEL32.dll:SwitchToThread		0x0000000077188160->0x00000000099B8160		Iat		60 81 9B 09		60 81 18 77
[*]tcj.dll->KERNEL32.dll:ExpandEnvironmentStringsA		0x0000000077192DD0->0x00000000099C2DD0		Iat		D0 2D 9C 09		D0 2D 19 77
tcj.dll->KERNEL32.dll:InterlockedIncrement		0x000000007718F300->0x00000000099BF300		Iat		00 F3 9B 09		00 F3 18 77
[*]tcj.dll->KERNEL32.dll:lstrlenW		0x000000007718F0C0->0x00000000099BF0C0		Iat		C0 F0 9B 09		C0 F0 18 77
tcj.dll->KERNEL32.dll:CreateThread		0x0000000077191A80->0x00000000099C1A80		Iat		80 1A 9C 09		80 1A 19 77
[*]tcj.dll->KERNEL32.dll:CreateEventA		0x00000000771939A0->0x00000000099C39A0		Iat		A0 39 9C 09		A0 39 19 77
tcj.dll->KERNEL32.dll:CreateSemaphoreA		0x00000000771871F0->0x00000000099B71F0		Iat		F0 71 9B 09		F0 71 18 77
[*]tcj.dll->KERNEL32.dll:ReleaseSemaphore		0x0000000077193AD0->0x00000000099C3AD0		Iat		D0 3A 9C 09		D0 3A 19 77
tcj.dll->KERNEL32.dll:ResetEvent		0x0000000077193AE0->0x00000000099C3AE0		Iat		E0 3A 9C 09		E0 3A 19 77
[*]tcj.dll->KERNEL32.dll:QueryPerformanceCounter		0x0000000077190000->0x00000000099C0000		Iat		00 00 9C 09		00 00 19 77
tcj.dll->KERNEL32.dll:GlobalMemoryStatus		0x0000000077186000->0x00000000099B6000		Iat		00 60 9B 09		00 60 18 77
[*]tcj.dll->KERNEL32.dll:FlushConsoleInputBuffer		0x0000000077194450->0x00000000099C4450		Iat		50 44 9C 09		50 44 19 77
tcj.dll->KERNEL32.dll:GetCommandLineA		0x0000000077192970->0x00000000099C2970		Iat		70 29 9C 09		70 29 19 77
[*]tcj.dll->KERNEL32.dll:TerminateProcess		0x000000007718A380->0x00000000099BA380		Iat		80 A3 9B 09		80 A3 18 77
tcj.dll->KERNEL32.dll:UnhandledExceptionFilter		0x00000000771A5EF0->0x00000000099D5EF0		Iat		F0 5E 9D 09		F0 5E 1A 77
[*]tcj.dll->KERNEL32.dll:SetUnhandledExceptionFilter		0x00000000771923B0->0x00000000099C23B0		Iat		B0 23 9C 09		B0 23 19 77
tcj.dll->KERNEL32.dll:IsDebuggerPresent		0x0000000077192B80->0x00000000099C2B80		Iat		80 2B 9C 09		80 2B 19 77
[*]tcj.dll->KERNEL32.dll:HeapFree		0x000000007718EF70->0x00000000099BEF70		Iat		70 EF 9B 09		70 EF 18 77
tcj.dll->KERNEL32.dll:GetSystemTimeAsFileTime		0x000000007718FF20->0x00000000099BFF20		Iat		20 FF 9B 09		20 FF 18 77
tcj.dll->KERNEL32.dll:ExitProcess		0x0000000077194F20->0x00000000099C4F20		Iat		20 4F 9C 09		20 4F 19 77
[*]tcj.dll->KERNEL32.dll:GetCPInfo		0x0000000077192210->0x00000000099C2210		Iat		10 22 9C 09		10 22 19 77
tcj.dll->KERNEL32.dll:SetConsoleCtrlHandler		0x00000000771943D0->0x00000000099C43D0		Iat		D0 43 9C 09		D0 43 19 77
[*]tcj.dll->KERNEL32.dll:ReadConsoleInputA		0x0000000077194390->0x00000000099C4390		Iat		90 43 9C 09		90 43 19 77
tcj.dll->KERNEL32.dll:SetConsoleMode		0x00000000771943E0->0x00000000099C43E0		Iat		E0 43 9C 09		E0 43 19 77
[*]tcj.dll->KERNEL32.dll:SetEnvironmentVariableA		0x00000000771A5B30->0x00000000099D5B30		Iat		30 5B 9D 09		30 5B 1A 77
[*]tcj.dll->USER32.dll:GetWindowRect		0x0000000076FA5730->0x0000000009EB5730		Iat		30 57 EB 09		30 57 FA 76
tcj.dll->USER32.dll:GetWindowThreadProcessId		0x0000000076FAFFC0->0x0000000009EBFFC0		Iat		C0 FF EB 09		C0 FF FA 76
[*]tcj.dll->USER32.dll:EnumChildWindows		0x0000000076FB1BD0->0x0000000009EC1BD0		Iat		D0 1B EC 09		D0 1B FB 76
tcj.dll->USER32.dll:GetDesktopWindow		0x0000000076FAA100->0x0000000009EBA100		Iat		00 A1 EB 09		00 A1 FA 76
[*]tcj.dll->USER32.dll:GetAncestor		0x0000000076FB6BC0->0x0000000009EC6BC0		Iat		C0 6B EC 09		C0 6B FB 76
tcj.dll->USER32.dll:FindWindowExA		0x0000000076FFA410->0x0000000009F0A410		Iat		10 A4 F0 09		10 A4 FF 76
[*]tcj.dll->USER32.dll:IsWindowVisible		0x0000000076FB2020->0x0000000009EC2020		Iat		20 20 EC 09		20 20 FB 76
tcj.dll->USER32.dll:GetClassNameW		0x0000000076FB46C0->0x0000000009EC46C0		Iat		C0 46 EC 09		C0 46 FB 76
[*]tcj.dll->USER32.dll:EnumWindows		0x0000000076F9D330->0x0000000009EAD330		Iat		30 D3 EA 09		30 D3 F9 76
tcj.dll->USER32.dll:GetAsyncKeyState		0x0000000076F98C10->0x0000000009EA8C10		Iat		10 8C EA 09		10 8C F9 76
[*]tcj.dll->USER32.dll:GetLayeredWindowAttributes		0x0000000076FB6D70->0x0000000009EC6D70		Iat		70 6D EC 09		70 6D FB 76
tcj.dll->USER32.dll:GetForegroundWindow		0x0000000076FB6CC0->0x0000000009EC6CC0		Iat		C0 6C EC 09		C0 6C FB 76
[*]tcj.dll->USER32.dll:GetWindow		0x0000000076FB1620->0x0000000009EC1620		Iat		20 16 EC 09		20 16 FB 76
tcj.dll->USER32.dll:SendMessageTimeoutW		0x0000000076FB4060->0x0000000009EC4060		Iat		60 40 EC 09		60 40 FB 76
[*]tcj.dll->USER32.dll:GetWindowLongW		0x0000000076FA5A90->0x0000000009EB5A90		Iat		90 5A EB 09		90 5A FA 76
tcj.dll->USER32.dll:GetWindowInfo		0x0000000076FADE40->0x0000000009EBDE40		Iat		40 DE EB 09		40 DE FA 76
[*]tcj.dll->USER32.dll:FindWindowExW		0x0000000076F9E9C0->0x0000000009EAE9C0		Iat		C0 E9 EA 09		C0 E9 F9 76
tcj.dll->USER32.dll:IsWindowUnicode		0x0000000076FB1EF0->0x0000000009EC1EF0		Iat		F0 1E EC 09		F0 1E FB 76
[*]tcj.dll->USER32.dll:GetWindowLongA		0x0000000076FA5A10->0x0000000009EB5A10		Iat		10 5A EB 09		10 5A FA 76
tcj.dll->USER32.dll:IsIconic		0x0000000076FB2640->0x0000000009EC2640		Iat		40 26 EC 09		40 26 FB 76
[*]tcj.dll->USER32.dll:EnumThreadWindows		0x0000000076FB1BA0->0x0000000009EC1BA0		Iat		A0 1B EC 09		A0 1B FB 76
tcj.dll->USER32.dll:GetClassLongA		0x0000000076F99340->0x0000000009EA9340		Iat		40 93 EA 09		40 93 F9 76
[*]tcj.dll->USER32.dll:GetClassLongW		0x0000000076FA9700->0x0000000009EB9700		Iat		00 97 EB 09		00 97 FA 76
tcj.dll->USER32.dll:GetSystemMetrics		0x0000000076FA8370->0x0000000009EB8370		Iat		70 83 EB 09		70 83 FA 76
[*]tcj.dll->USER32.dll:IsWindowEnabled		0x0000000076FA60F0->0x0000000009EB60F0		Iat		F0 60 EB 09		F0 60 FA 76
tcj.dll->USER32.dll:EnumDisplayDevicesW		0x0000000076FB52F0->0x0000000009EC52F0		Iat		F0 52 EC 09		F0 52 FB 76
[*]tcj.dll->USER32.dll:LookupIconIdFromDirectory		0x0000000076FD51D0->0x0000000009EE51D0		Iat		D0 51 EE 09		D0 51 FD 76
tcj.dll->USER32.dll:GetUserObjectInformationW		0x0000000076FB6F80->0x0000000009EC6F80		Iat		80 6F EC 09		80 6F FB 76
[*]tcj.dll->USER32.dll:GetProcessWindowStation		0x0000000076FB6EA0->0x0000000009EC6EA0		Iat		A0 6E EC 09		A0 6E FB 76
tcj.dll->USER32.dll:MessageBoxA		0x0000000076FF1F70->0x0000000009F01F70		Iat		70 1F F0 09		70 1F FF 76
tcj.dll->ADVAPI32.dll:LookupAccountSidW		0x0000000075DBD0A0->0x0000000009CFD0A0		Iat		A0 D0 CF 09		A0 D0 DB 75
[*]tcj.dll->ADVAPI32.dll:GetTokenInformation		0x0000000075DBCFB0->0x0000000009CFCFB0		Iat		B0 CF CF 09		B0 CF DB 75
tcj.dll->ADVAPI32.dll:RegOpenKeyA		0x0000000075DBE7A0->0x0000000009CFE7A0		Iat		A0 E7 CF 09		A0 E7 DB 75
[*]tcj.dll->ADVAPI32.dll:RegQueryValueExA		0x0000000075DBD3E0->0x0000000009CFD3E0		Iat		E0 D3 CF 09		E0 D3 DB 75
tcj.dll->ADVAPI32.dll:RegEnumKeyExA		0x0000000075DC7770->0x0000000009D07770		Iat		70 77 D0 09		70 77 DC 75
[*]tcj.dll->ADVAPI32.dll:CloseServiceHandle		0x0000000075DBE950->0x0000000009CFE950		Iat		50 E9 CF 09		50 E9 DB 75
tcj.dll->ADVAPI32.dll:OpenSCManagerW		0x0000000075DBE9D0->0x0000000009CFE9D0		Iat		D0 E9 CF 09		D0 E9 DB 75
[*]tcj.dll->ADVAPI32.dll:OpenServiceW		0x0000000075DBE9F0->0x0000000009CFE9F0		Iat		F0 E9 CF 09		F0 E9 DB 75
tcj.dll->ADVAPI32.dll:RegQueryInfoKeyA		0x0000000075DBE040->0x0000000009CFE040		Iat		40 E0 CF 09		40 E0 DB 75
[*]tcj.dll->ADVAPI32.dll:RegOpenKeyExA		0x0000000075DBD420->0x0000000009CFD420		Iat		20 D4 CF 09		20 D4 DB 75
tcj.dll->ADVAPI32.dll:RegQueryInfoKeyW		0x0000000075DBD400->0x0000000009CFD400		Iat		00 D4 CF 09		00 D4 DB 75
[*]tcj.dll->ADVAPI32.dll:ControlService		0x0000000075DD78C0->0x0000000009D178C0		Iat		C0 78 D1 09		C0 78 DD 75
tcj.dll->ADVAPI32.dll:QueryServiceStatus		0x0000000075DBECD0->0x0000000009CFECD0		Iat		D0 EC CF 09		D0 EC DB 75
[*]tcj.dll->ADVAPI32.dll:EnumServicesStatusW		0x0000000075DE8FE0->0x0000000009D28FE0		Iat		E0 8F D2 09		E0 8F DE 75
tcj.dll->ADVAPI32.dll:RegQueryValueExW		0x0000000075DBCED0->0x0000000009CFCED0		Iat		D0 CE CF 09		D0 CE DB 75
[*]tcj.dll->ADVAPI32.dll:OpenProcessToken		0x0000000075DBD1B0->0x0000000009CFD1B0		Iat		B0 D1 CF 09		B0 D1 DB 75
tcj.dll->ADVAPI32.dll:GetUserNameW		0x0000000075DBD640->0x0000000009CFD640		Iat		40 D6 CF 09		40 D6 DB 75
[*]tcj.dll->ADVAPI32.dll:ImpersonateLoggedOnUser		0x0000000075DBEA70->0x0000000009CFEA70		Iat		70 EA CF 09		70 EA DB 75
tcj.dll->ADVAPI32.dll:RevertToSelf		0x0000000075DBDED0->0x0000000009CFDED0		Iat		D0 DE CF 09		D0 DE DB 75
[*]tcj.dll->ADVAPI32.dll:StartServiceW		0x0000000075DC93E0->0x0000000009D093E0		Iat		E0 93 D0 09		E0 93 DC 75
tcj.dll->ADVAPI32.dll:RegEnumValueW		0x0000000075DBD440->0x0000000009CFD440		Iat		40 D4 CF 09		40 D4 DB 75
[*]tcj.dll->ADVAPI32.dll:OpenServiceA		0x0000000075DD89A0->0x0000000009D189A0		Iat		A0 89 D1 09		A0 89 DD 75
tcj.dll->ADVAPI32.dll:RegisterEventSourceA		0x0000000075DC7C10->0x0000000009D07C10		Iat		10 7C D0 09		10 7C DC 75
[*]tcj.dll->ADVAPI32.dll:RegOpenKeyExW		0x0000000075DBCF90->0x0000000009CFCF90		Iat		90 CF CF 09		90 CF DB 75
tcj.dll->ADVAPI32.dll:RegEnumKeyExW		0x0000000075DBD150->0x0000000009CFD150		Iat		50 D1 CF 09		50 D1 DB 75
[*]tcj.dll->ADVAPI32.dll:ReportEventA		0x0000000075DF2D30->0x0000000009D32D30		Iat		30 2D D3 09		30 2D DF 75
tcj.dll->ADVAPI32.dll:DeregisterEventSource		0x0000000075DC5070->0x0000000009D05070		Iat		70 50 D0 09		70 50 DC 75
[*]tcj.dll->ADVAPI32.dll:RegCloseKey		0x0000000075DBD1D0->0x0000000009CFD1D0		Iat		D0 D1 CF 09		D0 D1 DB 75
tcj.dll->ADVAPI32.dll:QueryServiceConfigW		0x0000000075DBE990->0x0000000009CFE990		Iat		90 E9 CF 09		90 E9 DB 75
[*]tcj.dll->ADVAPI32.dll:RegEnumValueA		0x0000000075DC7190->0x0000000009D07190		Iat		90 71 D0 09		90 71 DC 75
[*]TCJHelper.dll->KERNEL32.dll:SetUnhandledExceptionFilter		0x00000000771923B0->0x0000000061D88800[f:\game\dnf\地下城与勇士\start\TenProtect\BugTrace.dll]		Iat		00 88 D8 61		B0 23 19 77
len(5) TCJHelper.dll		0x000000005D3FE340->_		inline		E9 F8 C1 5A B1		55 8B EC 51 C7
install.dll->KERNEL32.dll:SetUnhandledExceptionFilter		0x00000000771923B0->0x0000000061D88800[f:\game\dnf\地下城与勇士\start\TenProtect\BugTrace.dll]		Iat		00 88 D8 61		B0 23 19 77
policyprobe.dll->KERNEL32.dll:SetUnhandledExceptionFilter		0x00000000771923B0->0x0000000061D88800[f:\game\dnf\地下城与勇士\start\TenProtect\BugTrace.dll]		Iat		00 88 D8 61		B0 23 19 77
Animation.dll->KERNEL32.dll:SetUnhandledExceptionFilter		0x00000000771923B0->0x0000000061D88800[f:\game\dnf\地下城与勇士\start\TenProtect\BugTrace.dll]		Iat		00 88 D8 61		B0 23 19 77
[*]TASWTLoginHelper.dll->KERNEL32.dll:SetUnhandledExceptionFilter		0x00000000771923B0->0x0000000061D88800[f:\game\dnf\地下城与勇士\start\TenProtect\BugTrace.dll]		Iat		00 88 D8 61		B0 23 19 77
[*]MSVCR90.dll[WinSxs]->KERNEL32.dll:SetUnhandledExceptionFilter		0x00000000771923B0->0x0000000061D88800[f:\game\dnf\地下城与勇士\start\TenProtect\BugTrace.dll]		Iat		00 88 D8 61		B0 23 19 77
tstats.dll->KERNEL32.dll:SetUnhandledExceptionFilter		0x00000000771923B0->0x0000000061D88800[f:\game\dnf\地下城与勇士\start\TenProtect\BugTrace.dll]		Iat		00 88 D8 61		B0 23 19 77
[*]TPLoader.dll->KERNEL32.dll:SetUnhandledExceptionFilter		0x00000000771923B0->0x0000000061D88800[f:\game\dnf\地下城与勇士\start\TenProtect\BugTrace.dll]		Iat		00 88 D8 61		B0 23 19 77
MSVCP90.dll[WinSxs]->KERNEL32.dll:SetUnhandledExceptionFilter		0x00000000771923B0->0x0000000061D88800[f:\game\dnf\地下城与勇士\start\TenProtect\BugTrace.dll]		Iat		00 88 D8 61		B0 23 19 77
[*]comctl32.dll[WinSxs]->KERNEL32.dll:SetUnhandledExceptionFilter		0x00000000771923B0->0x0000000061D88800[f:\game\dnf\地下城与勇士\start\TenProtect\BugTrace.dll]		Iat		00 88 D8 61		B0 23 19 77
[*]DCIMAN32.dll->KERNEL32.dll:SetUnhandledExceptionFilter		0x00000000771923B0->0x0000000061D88800[f:\game\dnf\地下城与勇士\start\TenProtect\BugTrace.dll]		Iat		00 88 D8 61		B0 23 19 77
[*]gcloudvoice.dll->KERNEL32.dll:SetUnhandledExceptionFilter		0x00000000771923B0->0x0000000061D88800[f:\game\dnf\地下城与勇士\start\TenProtect\BugTrace.dll]		Iat		00 88 D8 61		B0 23 19 77
[*]MSVCP100.dll->KERNEL32.dll:SetUnhandledExceptionFilter		0x00000000771923B0->0x0000000061D88800[f:\game\dnf\地下城与勇士\start\TenProtect\BugTrace.dll]		Iat		00 88 D8 61		B0 23 19 77
[*]MSVCR100.dll->KERNEL32.dll:SetUnhandledExceptionFilter		0x00000000771923B0->0x0000000061D88800[f:\game\dnf\地下城与勇士\start\TenProtect\BugTrace.dll]		Iat		00 88 D8 61		B0 23 19 77
rs.dll->KERNEL32.dll:SetUnhandledExceptionFilter		0x00000000771923B0->0x0000000061D88800[f:\game\dnf\地下城与勇士\start\TenProtect\BugTrace.dll]		Iat		00 88 D8 61		B0 23 19 77
